Alsatian	POS	French	German	BabelNetId	Cosine
Schlossaräi [ACPA]	N	serrurerie	Schlosser	bn:00051791n	1.00
Kàplàn [ACPA]	N	chapelain	Kaplan;Kapläne;Kapellan	bn:00017724n	0.89
Fàllgatter [ACPA]	N	herse	Fallgatter;Fallgitter	bn:00063662n	1.00
Kohr [ACPA]	N	choeur	Chor	bn:00018667n	1.00
Bàdkàpp [OLCA67;OLCA68]	N	bonnet de bain	Badekappe	bn:00009012n	1.00
Betterkait [ACPA]	N	amertume	Bitterkeit	bn:03925901n	0.82
Verbendung [ACPA]	N	lien	Verbindung	bn:00021912n	1.00
Sàttel [ACPA]	N	selle	Sattel	bn:00010255n	1.00
Schribmàschena [ACPA]	N	machine à écrire	Schreibmaschine;Schreibmaschinen	bn:00078809n	1.00
ainhaitlig [ACPA]	A	unitaire	einheitlich	bn:00112905a	0.82
Guldraaga [ACPA]	N	cytise	Goldregen	bn:00038361n	1.00
Schtrumpfhàlter [ACPA]	N	jarretelle	Strumpfhalter	bn:00012600n	1.00
Pelger [ACPA]	N	pèlerin	Pilger	bn:00062394n	0.82
Verhältniss [ACPA]	N	rapport	Verhältnis	bn:00066247n	1.00
Sàkrischtàn [ACPA]	N	sacristain	Sakristan	bn:00068758n	0.82
Haxamaischter [ACPA]	N	magicien	Hexenmeister	bn:00052696n	0.63
Vorganger [ACPA]	N	prédécesseur	Vorgänger	bn:00064104n	1.00
Errtum [ACPA]	N	erreur	Irrtum	bn:00032817n	1.00
Sàkramant [ACPA]	N	sacrement	Sakrament;Sakramente	bn:00068745n	1.00
Kàktüs [ACPA]	N	cactus	Kaktus	bn:00014506n	1.00
Färschter [ACPA]	N	garde forestier	Förster	bn:00005353n	0.82
Rundung [ACPA]	N	rondeur	Rundung	bn:00013763n	1.00
Àlabàschter [ACPA]	N	albâtre	Alabaster	bn:00002393n	1.00
Mettelhànd [ACPA]	N	métacarpe	Mittelhand	bn:00054545n	1.00
Wàffelisa [ACPA]	N	gaufrier	Waffeleisen	bn:00080312n	1.00
Lehrleng [ACPA]	N	apprenti	Lehrling;Lehrlinge	bn:00005137n	0.77
Fenfäck [ACPA]	N	pentagone	Fünfeck;Fünfecken;Fünfeckig	bn:00061420n	1.00
Schpisarohr [ACPA]	N	oesophage	Speiseröhre	bn:00031597n	1.00
Schàlter [ACPA;WKT]	N	interrupteur	Schalter	bn:00030170n	1.00
heiss [OLCA67;OLCA68]	A	chaud	heiß	bn:00104348a	1.00
Röntga-n-uffnàhm [ACPA]	N	radiographie	Röntgenaufnahmen;Röntgenaufnahme	bn:00065938n	1.00
Pàralällverschiawung [ACPA]	N	translation	Parallelverschiebung	bn:00078015n	1.00
Draijschpias [ACPA]	N	tournebroche	Drehspiess;Drehspieß	bn:00068338n	1.00
Dräschflegel [ACPA]	N	fléau	Dreschflegel	bn:02981830n	1.00
ràsiara [ACPA]	V	raser	rasieren	bn:00093587v	1.00
Johrzehnta [ACPA]	N	décennie	Jahrzehnt	bn:00025646n	1.00
Pàrtner [ACPA]	N	partenaire	Partner;Pardner	bn:00020592n	0.82
Làngsàmkait [ACPA]	N	lenteur	Langsamkeit	bn:00027127n	1.00
Schtoffwacksel [ACPA]	N	métabolisme	Stoffwechsel	bn:00054539n	1.00
Priafleng [ACPA]	N	candidat	Prüfling	bn:00032096n	1.00
àbbiaga [ACPA]	V	virer	abbiegen	bn:00095233v	0.82
Lehnsmànn [ACPA]	N	vassal	Lehnsmann	bn:00034192n	1.00
Sànddorn [ACPA]	N	argousier	Sanddorne;Sanddorn	bn:00123183n	1.00
Hàmpelmànn [ACPA]	N	pantin	Hampelmann	bn:03694759n	1.00
Grechtsschriwer [ACPA]	N	greffier	Gerichtsschreiber	bn:00940125n	1.00
beschwarda [ACPA]	N	grief	Beschwerde	bn:00241340n	1.00
Knihböigung [ACPA]	N	génuflexion	Kniebeugung	bn:00037777n	1.00
Àhna [ACPA]	N	ancêtre	Ahn	bn:00064398n	0.71
Zerschtraithait [ACPA]	N	distraction	Zerstreutheit	bn:00000436n	0.82
Làgerung [ACPA]	N	stockage	Lagerung	bn:01589069n	1.00
Sàfràn [ACPA]	N	safran	Safran	bn:00059268n	1.00
Optionschin [ACPA]	N	warrant	Optionsschein	bn:00074340n	0.82
Àpotheker [OLCA67;OLCA68]	N	pharmacien	Apotheker	bn:00004992n	1.00
Froscht [ACPA;OLCA67;OLCA68]	N	gel	Frost	bn:00036662n	0.82
Niata [ACPA]	N	rivet	Niet;Nieten	bn:00067962n	1.00
Laichatüach [ACPA]	N	linceul	Leichentuch	bn:00017344n	0.82
Hoffleng [ACPA]	N	courtisan	Höflinge;Höfling	bn:00023327n	1.00
Versüachung [ACPA]	N	tentation	Versuchung	bn:00031022n	1.00
Schtaimätz [ACPA]	N	tailleur de pierre	Steinmetz;Steinmetze	bn:00074424n	0.87
zärschteera [ACPA]	V	détruire	zerstören	bn:00086698v	1.00
Ewigkait [ACPA]	N	éternité	Ewigkeit	bn:00031689n	1.00
Komàndobrucka [ACPA]	N	timonerie	Kommandobrücke	bn:01126946n	0.71
oft [ACPA]	ADV	fréquemment	oft	bn:00115452r	0.82
Amateur [OLCA67;OLCA68]	N	amateur	Amateuren;Amateur	bn:00168108n	1.00
Mohn [ACPA;OLCA67;OLCA68]	N	pavot	Mohn	bn:00063580n	1.00
Ànschtànd [ACPA]	N	décence	Anständig;Anstand	bn:00025688n	0.77
Schwegermüatterzunga [ACPA]	N	sansevière	Schwiegermutterzunge	bn:03321729n	1.00
Schleierììl [OLCA68]	N	chouette effraie	Schleiereulen;Schleiereule	bn:00008618n	0.87
Unehra [ACPA]	N	déshonneur	Unehre	bn:00027587n	1.00
Màntel [ACPA;WKT]	N	manteau	Mantel	bn:00646068n	1.00
Kunschtschriner [ACPA]	N	ébéniste	Kunstschreiner	bn:03647973n	1.00
Mango [OLCA67;OLCA68]	N	mangue	Mango	bn:00053186n	1.00
Timb'r [OLCA67;OLCA68]	N	timbre	Timbre	bn:00065539n	0.71
Unkänntniss [ACPA]	N	méconnaissance	Unkenntnis	bn:00078945n	1.00
ditlig [ACPA]	A	clair	deutlich	bn:00099803a	0.82
Läffelbàgger [ACPA]	N	pelle mécanique	Löffelbagger	bn:00027073n	0.63
Träkengschtäll [ACPA]	N	étendoir	Trockengestell	bn:01656213n	1.00
Lader [ACPA]	N	cuir	Leder	bn:00050452n	1.00
Säcksäck [ACPA]	N	hexagone	Sechsecken;Sechseck	bn:00043960n	1.00
Kàrscht [ACPA]	N	karst	Karst	bn:00942735n	1.00
Uffàssung [ACPA]	N	conception	Auffassung	bn:02695184n	0.71
Kolibri [ACPA]	N	oiseau-mouche	Kolibri	bn:00045198n	1.00
nur [ACPA]	ADV	seulement	nur	bn:00116448r	1.00
Wetwer [ACPA]	N	veuf	Witwe;Witwen;Witwer;Wittwer	bn:00081167n	0.80
Hegelgràb [ACPA]	N	tumulus	Hügelgrab	bn:00008724n	1.00
Wäschta [ACPA]	N	occident	Westen	bn:00058540n	1.00
Vergreeserung [ACPA]	N	grossissement	Vergrößerung	bn:00011470n	1.00
Vormund [ACPA]	N	tuteur	Vormund	bn:00025885n	0.82
ämpfendlig [ACPA]	A	délicat	empfindlich	bn:00101123a	0.71
Tribhüss [ACPA]	N	serre	Treibhaus	bn:00040620n	0.58
Schläpp [ACPA]	N	traîne	Schleppe	bn:00077914n	0.71
Wertschàftspolitik [ACPA]	N	politique économique	Wirtschaftspolitik	bn:00029673n	1.00
Kiaffer [ACPA]	N	pin	Kiefer	bn:00061730n	0.71
Leeferànt [ACPA]	N	fournisseur	Lieferant	bn:00616862n	1.00
Ruckzug [ACPA]	N	retraite	Rückzug	bn:00067464n	1.00
Wendscherm [ACPA]	N	paravent	Wandschirm	bn:03820866n	1.00
Hochmüat [ACPA]	N	morgue	Hochmut	bn:00005893n	0.71
Verlobung [ACPA]	N	fiançailles	Verlobung	bn:00010152n	0.47
Kriagsbäil [ACPA]	N	hache de guerre	Kriegsbeil	bn:00009081n	0.82
Flugblàtt [OLCA67;OLCA68]	N	tract	Flugblätter;Flugblatt	bn:00010394n	0.65
Pischta [ACPA]	N	piste	Piste	bn:00068594n	1.00
Sandung [ACPA]	N	envoi	Sendung	bn:00070467n	1.00
Lida [ACPA]	N	souffrance	Leid;Leiden	bn:00045285n	0.87
Fotogrãf [WKT]	N	photographe	Fotograf;Photograph	bn:00050680n	1.00
Wàhlkrais [ACPA]	N	circonscription	Wahlkreis;Wahlkreisen	bn:00022049n	1.00
annüliara [ACPA]	V	annuler	annullieren	bn:00082642v	1.00
Luftrohr [ACPA]	N	trachée-artère	Luftröhre	bn:00077824n	1.00
Notta [ACPA]	N	partition	Noten	bn:00070987n	0.82
lawa [ACPA]	V	vivre	lebe;leben	bn:00083191v	0.87
Ültraschàlluntersüachung [ACPA]	N	échographie	Ultraschalluntersuchung	bn:00029636n	0.82
Rodelschletta [ACPA]	N	luge	Rodelschlitten	bn:00072099n	1.00
leesa [ACPA]	V	résoudre	lösen	bn:00088162v	1.00
Fiarung [ACPA]	N	gestion	Führung	bn:00053116n	0.71
Schwart [ACPA]	N	dérive	Schwert	bn:00017151n	1.00
Umress [ACPA]	N	contour	Umriss	bn:00271850n	0.71
Alkuf [ACPA]	N	alcôve	Alkoven	bn:00002529n	1.00
siba [ACPA]	V	sasser	sieben	bn:00093721v	0.82
Hàcka [ACPA]	N	houe	Hacke	bn:01276445n	1.00
Hàndschalla [ACPA]	N	menottes	Handschellen;Handschelle	bn:00024319n	1.00
gschrai [ACPA]	N	cris	Geschrei	bn:00023689n	0.71
Kwàrtàl [ACPA]	N	trimestre	Quartal	bn:00065584n	0.82
Sahbehendert [ACPA]	N	malvoyant	Sehbehinderter;Sehbehindert	bn:02508080n	0.87
Wohrnàhmung [ACPA]	N	perception	Wahrnehmung;Wahrnehmungen	bn:00061500n	0.71
Ehapàrtner [ACPA]	N	conjoint	Ehepartner	bn:03850855n	0.71
Màntel [ACPA]	N	pardessus	Mantel	bn:00059855n	0.82
Àdwantskàlander [ACPA]	N	calendrier de l'avent	Adventskalender	bn:03575986n	1.00
Àbfàll [ACPA]	N	défection	Abfallen;Abfall	bn:00004977n	0.65
Miatvertràg [ACPA]	N	bail	Mietvertrag	bn:00050444n	0.82
Raizhüaschta [ACPA]	N	toux sèche	Reizhusten	bn:00023108n	0.63
Àbkerzung [ACPA]	N	raccourci	Abkürzung	bn:00023994n	1.00
Fahler [ACPA]	N	défaut	Fehler	bn:03236716n	1.00
Schtàchel [ACPA]	N	dard	Stachel	bn:00074302n	1.00
Enschtenkt [ACPA]	N	instinct	Instinkt	bn:00046765n	1.00
produziere [OLCA67;OLCA68]	V	produire	produzieren	bn:00088042v	1.00
vollanda [ACPA]	V	achever	vollenden	bn:00085475v	0.82
Schtàffellàuif [ACPA]	N	course de relais	Staffellauf	bn:00067022n	0.82
Farsa [ACPA]	N	talon	Ferse	bn:00043530n	1.00
Làuiwa [ACPA]	N	tonnelle	Laube	bn:00005348n	1.00
Vormettàg [ACPA]	N	matin	Vormittag	bn:00035851n	0.71
Moda [ACPA]	N	mode	Moden;Mode	bn:00033731n	1.00
Faighait [ACPA]	N	lâcheté	Feigheit	bn:00023604n	1.00
Holzschüamàcher [ACPA]	N	sabotier	Holzschuhmacher	bn:03963589n	1.00
Schaferin [ACPA]	N	bergère	Schäferin	bn:00071035n	1.00
gfrasig [ACPA]	A	vorace	gefräßig	bn:00102015a	0.82
Àbhorische [ACPA]	N	auscultation	Abhorchen	bn:00007211n	1.00
Truppa [ACPA]	N	troupe	Truppe	bn:00078393n	1.00
Fiarfiasig [ACPA]	N	quadrupède	Vierfüßig	bn:00065518n	1.00
Àhnaforschung [ACPA]	N	généalogie	Ahnenforschung	bn:01593219n	0.82
Krittertee [ACPA]	N	tisane	Kräutertee	bn:00043783n	1.00
Helsafrucht [ACPA]	N	légumineuse	Hülsenfrucht	bn:00050598n	1.00
Brucka [ACPA]	N	pont	Brücke	bn:01477887n	1.00
Viartelnota [ACPA]	N	noire	Viertel-Note;Viertelnote	bn:00024041n	0.87
Züaheerer [ACPA]	N	auditeur	Zuhörer	bn:00007019n	0.82
flàch [ACPA]	N	plat	Flache	bn:00490246n	1.00
Repàràtür [ACPA]	N	réparation	Reparatur	bn:00597794n	1.00
Rhombüs [ACPA]	N	losange	Rhombus	bn:00067662n	0.71
fosfor [ACPA]	N	phosphore	Phosphor;Phosphore	bn:00062054n	1.00
Fràchtscheff [ACPA]	N	cargo	Frachtschiff	bn:00016056n	1.00
Wäschträckner [ACPA]	N	sèche-linge	Wäschetrockner	bn:00019986n	1.00
Ifàllswenkel [ACPA]	N	angle d'incidence	Einfallswinkel	bn:00004125n	1.00
Mammutbàuim [ACPA]	N	séquoia	Mammutbaum;Mammutbäume	bn:00066752n	1.00
untersüacha [ACPA]	V	enquêter	untersuchen	bn:00087655v	1.00
Tollwüat [ACPA]	N	rage	Tollwut	bn:00045408n	1.00
Kenderlähmung [ACPA]	N	poliomyélite	Kinderlähmung	bn:00001208n	1.00
Unterschtällung [ACPA]	N	allégation	Unterstellung	bn:00002812n	1.00
Ifàssung [ACPA]	N	bordure	Einfassung	bn:00029753n	1.00
Holunder [OLCA67]	N	sureau	Holunder	bn:00030106n	1.00
Schtimmrescht [ACPA]	N	droit de vote	Stimmrechte	bn:00067845n	0.82
Glàsflàsch [OLCA67;OLCA68]	N	bouteille	Glasflasche	bn:00012339n	0.71
Hàrnvergeftung [ACPA]	N	urémie	Harnvergiftung	bn:00007582n	1.00
Ressel [ACPA]	N	trompe	Rüssel	bn:00064531n	1.00
Oktätt [ACPA]	N	octuor	Oktett	bn:03165820n	0.82
Kilo [ACPA]	N	kilo	Kilo	bn:00049021n	1.00
Stàdtzentrum [OLCA67;OLCA68]	N	centre ville	Stadtzentrum	bn:00017178n	1.00
Fahlgeburt [ACPA]	N	fausse couche	Fehlgeburten;Fehlgeburt	bn:00055276n	0.87
Unfahlbàrkait [ACPA]	N	infaillibilité	Unfehlbarkeit	bn:00046608n	1.00
Ràketa [ACPA]	N	missile	Raketen	bn:00055322n	1.00
Ààs [ACPA]	N	charogne	Aas	bn:00016264n	1.00
Hila [ACPA]	N	hurlement	Holloa;Hollo;Holla;Heulen	bn:00009787n	0.63
Nochber [ACPA]	N	voisin	Nachbar	bn:00057219n	1.00
Ràcha [ACPA]	N	pharynx	Rachen	bn:00050057n	1.00
Schwàrtz [ACPA]	N	nègre	Schwarze;Schwarzer	bn:00010820n	0.71
Busch [ACPA]	N	arbuste	Busch	bn:03960484n	0.71
Friahleng [ACPA]	N	printemps	Frühling	bn:00073636n	0.82
gfarlig [ACPA]	A	pernicieux	gefährlich	bn:00098020a	0.63
Schiasaräi [ACPA]	N	fusillade	Schießerei	bn:00042241n	1.00
Eläktroschok [ACPA]	N	électrochoc	Elektroschock	bn:00029694n	1.00
Bàlàscht [ACPA]	N	lest	Ballast	bn:00008158n	1.00
Wàchturm [ACPA]	N	mirador	Wachtturm;Wachtürme;Wachturm	bn:00080560n	0.89
Pàpa [ACPA]	N	papa	Papa;Pappa	bn:00024989n	1.00
Obschthandler [ACPA]	N	fruitier	Obsthändler	bn:00036703n	1.00
jungfràuilig [ACPA]	A	virginal	jungfräulich	bn:00113627a	1.00
Pfànnaküacha [ACPA]	N	crêpe	Pfannkuchen	bn:00009061n	0.71
Gàrn [ACPA]	N	fil	Garn	bn:00077028n	0.71
Fohra [ACPA]	N	pin	Föhre	bn:00061730n	0.71
Äntlàssung [ACPA]	N	licenciement	Entlassung	bn:01005952n	1.00
Wart [OLCA67;OLCA68]	N	valeur	Wert;Werte	bn:00079511n	1.00
Minoritet [ACPA]	N	minorité	Minorität	bn:00055210n	0.71
Gruchsenn [ACPA]	N	odorat	Geruchsinn	bn:00058869n	0.82
Pàschtor [ACPA]	N	pasteur	Pastor;Pasteur;Pastoren	bn:00052091n	0.71
Schpaicha [ACPA]	N	rayon	Speiche;Speichen	bn:00065969n	1.00
Verainigung [ACPA]	N	association	Vereinigung	bn:03378609n	0.71
Berüaf [ACPA]	N	profession	Berufen;Beruf	bn:00064607n	1.00
Tàgunnàchtglicha [ACPA]	N	équinoxe	Tag-Nacht-Gleiche	bn:00031318n	1.00
Kemi [ACPA]	N	chimie	Chemie	bn:00018123n	1.00
Nonna [ACPA]	N	religieuse	Nonne;Nonnen	bn:00058313n	0.65
Vokàl [ACPA]	N	voyelle	Vokale;Vokal	bn:00080267n	0.87
Màrk [ACPA]	N	moelle	Mark	bn:00062665n	1.00
Anglischa Laader [ACPA]	N	moleskine	Englischleder	bn:00055566n	0.82
Routine [OLCA67;OLCA68]	N	routine	Routine	bn:00055504n	1.00
müaterlig [ACPA]	A	maternel	mütterlich	bn:00106485a	1.00
Verklaidung [ACPA]	N	déguisement	Verkleidung	bn:00027569n	1.00
Begahra [ACPA]	N	désir	Begehren	bn:01207904n	0.82
Fàlschhait [ACPA]	N	fausseté	Falschheit	bn:00032874n	0.82
Zwecker [ACPA]	N	pince-nez	Zwicker	bn:00062461n	0.82
Räktoràt [ACPA]	N	rectorat	Rektorat	bn:00066616n	1.00
Sàwel [ACPA]	N	sabre	Säbel	bn:00016875n	1.00
Zerschterer [ACPA]	N	destroyer	Zerstörer	bn:00026606n	1.00
Gripp [ACPA;OLCA67;OLCA68]	N	grippe	Grippe	bn:00035412n	0.71
sitlig [ACPA]	A	latéral	seitlich	bn:00105761a	1.00
Ärprasser [ACPA]	N	maître chanteur	Erpresser	bn:00011035n	0.82
Rumpf [ACPA]	N	tronc	Rumpf	bn:00036713n	0.71
Winzermasser [OLCA67;OLCA68]	N	serpe	Winzermesser	bn:00052011n	0.71
Verbrännung [ACPA]	N	combustion	Verbrennung	bn:00014024n	0.82
Brannkessel [OLCA67;OLCA68]	N	alambic	Brennkessel	bn:03178324n	0.71
Zihl [ACPA]	N	objectif	Ziel	bn:00030721n	0.71
Verärbung [ACPA]	N	hérédité	Vererbung	bn:00043812n	0.71
Sàndstein [OLCA67]	N	grès	Sandstein;Sandsteine	bn:00069163n	1.00
Poschtàmt [ACPA]	N	bureau de poste	Postamt	bn:00051752n	0.71
Hehrer [ACPA]	N	écouteur	Hörer	bn:03824221n	1.00
Haid [ACPA]	N	païen	Heiden;Heide	bn:00037763n	0.71
Sàttlaräi [ACPA]	N	sellerie	Sattlerei	bn:00068776n	0.82
Trenker [ACPA]	N	buveur	Drinker;Trinker	bn:02882991n	1.00
schüschtern [ACPA]	A	timide	schüchtern	bn:00101361a	1.00
Waichtiar [ACPA]	N	mollusque	Weichtier;Weichtiere	bn:00055577n	1.00
Ortschaid [ACPA]	N	palonnier	Ortscheit	bn:00075598n	0.82
Pàràwel [ACPA]	N	parabole	Parabel	bn:00060529n	1.00
Rohrlaitunga [ACPA]	N	tuyauterie	Rohrleitung;Rohrleitungen	bn:00059468n	0.82
Kleiderbügel [ACPA]	N	cintre	Kleiderbügel	bn:00019987n	1.00
doof [ACPA]	A	bébête	doof	bn:00111343a	0.41
lobenswart [ACPA]	A	louable	lobenswert	bn:00097368a	1.00
Ärkrànkung [ACPA]	N	maladie	Erkrankung	bn:00002171n	0.63
Unfàllschirürgi [ACPA]	N	traumatologie	Unfallchirurgie	bn:00000692n	1.00
Mänscherescht [ACPA]	N	droits de l'homme	Menschrecht	bn:00045163n	0.82
Pfihl [ACPA]	N	flèche	Pfeil	bn:00005896n	1.00
Betriager [ACPA]	N	imposteur	Betrüger	bn:00032777n	0.58
Fàhrbàhn [ACPA]	N	chaussée	Fahrbahn;Fahrbahnen	bn:00016249n	1.00
Imm [ACPA;OLCA67;OLCA68;WKT]	N	abeille	Imme	bn:00009524n	1.00
Schtàdtbevälkerung [ACPA]	N	population urbaine	Stadtbevölkerung	bn:00063594n	0.82
Festplatta [WKT]	N	disque dur	Festplatte;Festplatten	bn:00027459n	0.87
Telefon [WKT]	N	téléphone	Telephon;Telefone;Téléphone;Telefon	bn:00062020n	0.89
Kàlik [ACPA]	N	chaux	Kalk	bn:00653349n	1.00
Palisànder [ACPA]	N	palissandre	Palisander	bn:00068300n	1.00
Schuldner [ACPA]	N	débiteur	Schuldner	bn:00025631n	1.00
Trottoir [OLCA67;OLCA68]	N	trottoir	Trottoir	bn:00061084n	0.71
wolkig [OLCA68]	A	nuageux	wolkig	bn:00099899a	0.71
Gebainer [ACPA]	N	ossements	Gebeine;Gebein	bn:00011999n	0.65
eweràl [ACPA]	ADV	partout	überall	bn:00114212r	1.00
Raisafiahrer [ACPA]	N	guide touristique	Reiseführer	bn:00042106n	0.82
Vorschlàghàmmer [ACPA]	N	masse	Vorschlaghammer	bn:00053891n	0.82
Düne [WKT]	N	dunes	Düne;Dünen	bn:00029124n	1.00
Bischtum [ACPA]	N	évêché	Bistum;Bistümer	bn:00010714n	0.87
Rüaf [ACPA]	N	réputation	Ruf	bn:00067253n	1.00
bechtrofung [ACPA]	N	pénalisation	Bestrafung	bn:00061325n	0.63
Frindlischkeit [ACPA]	N	gentillesse	Freundlichkeit	bn:00049132n	0.82
Bewärung [ACPA]	N	probation	Bewährung	bn:00064517n	1.00
Gummikneppel [ACPA]	N	matraque	Gummiknüppel	bn:00009042n	0.71
àbrissa [ACPA]	V	démolir	abreißen	bn:00086563v	1.00
Färsa [ACPA]	N	génisse	Färse	bn:00043543n	1.00
Dräifàltigkait [ACPA]	N	trinité	Dreifaltigkeit	bn:00011223n	1.00
Kàneschter [ACPA]	N	jerrycan	Kanister	bn:03238438n	1.00
Land [WKT]	N	champ	Land	bn:00034265n	0.63
Rasierpensel [ACPA]	N	blaireau	Rasierpinsel	bn:00070940n	1.00
Schmutz [ACPA]	N	baiser	Schmatz	bn:00014182n	0.45
Merinoschoof [ACPA]	N	mérinos	Merinoschaf;Merino-Schafe	bn:00054449n	1.00
Schtemma [ACPA]	N	voix	Stimme	bn:00080185n	1.00
Gawel [ACPA]	N	pignon	Giebel	bn:00036976n	1.00
Weldwäschtfilm [ACPA]	N	western	Wildwestfilm;Wild-West-Film	bn:00044835n	1.00
hoch [OLCA67;OLCA68]	A	haut	hoch	bn:00104163a	1.00
Botschàft [ACPA]	N	ambassade	Botschaft	bn:00030471n	1.00
Taifnàmma [ACPA]	N	nom de baptême	Taufname;Taufnamen	bn:00008457n	0.58
Groosvàtter [ACPA]	N	grand-père	Grossvater;Großvater	bn:00041310n	0.82
Ditlischkeit [ACPA]	N	clarté	Deutlichkeit	bn:00021431n	1.00
Sàbbàt [ACPA]	N	sabbat	Sabat;Sabbat	bn:00068691n	1.00
Müatterschproch [ACPA]	N	langue maternelle	Muttersprachen;Muttersprache	bn:00034782n	1.00
Beddig [ACPA]	N	baquet	Bütt;Bütte	bn:03963323n	1.00
Làger [ACPA]	N	magasin	Lager	bn:00074358n	1.00
Hoffnung [ACPA]	N	espérance	Hoffnung	bn:00044737n	1.00
Schpànne [ACPA]	N	empan	Spanne	bn:00073084n	0.82
Müraräi [ACPA]	N	maçonnerie	Maurer	bn:00013059n	1.00
Sitta [ACPA]	N	moeurs	Sitten;Sitte	bn:00055884n	1.00
Zwai wucha [ACPA]	N	quinzaine	Zwei Wochen	bn:00035996n	1.00
Hehlaforschung [ACPA]	N	spéléologie	Höhlenforschung	bn:00073273n	1.00
Schpàltung [ACPA]	N	clivage	Spaltung	bn:03721638n	1.00
krànk [ACPA]	A	malade	kranken	bn:00104538a	1.00
Lig [OLCA67;OLCA68]	N	ligue	Leuga;Leuge;Liga;League	bn:00050410n	0.91
Mettàgszitt [ACPA]	N	midi	Mittagszeit	bn:00052333n	1.00
Zäntimäter [ACPA]	N	centimètre	Zentimeter	bn:00017163n	1.00
Luftdruck [ACPA]	N	pression atmosphérique	Luftdruck	bn:00008636n	1.00
Fàwel [ACPA]	N	fable	Fabel	bn:00002822n	0.82
Notfàll [OLCA67;OLCA68]	N	urgence	Notfall	bn:00030525n	1.00
Lupp [WKT]	N	loupe	Lupe	bn:00052756n	1.00
Gràuisàmkait [ACPA]	N	cruauté	Grausamkeit	bn:00024118n	0.82
Källa [ACPA]	N	truelle	Kelle	bn:00078436n	1.00
Sürtaig [ACPA]	N	levain	Sauerteig	bn:00050464n	1.00
Schàm [ACPA]	N	vulve	Scham	bn:00080288n	1.00
Springbrunne [WKT]	N	jet d'eau	Springbrunnen	bn:00036076n	0.71
Fässel [ACPA]	N	entrave	Fessel	bn:03745789n	1.00
Bertzelkrüt [ACPA]	N	pourpier	Burzelkraut	bn:00021154n	0.82
Draijbüach [ACPA]	N	scénario	Drehbuch	bn:00012062n	0.82
Belàschtung [ACPA]	N	charge	Belastung	bn:00013942n	1.00
Religion [ACPA]	N	religion	Religion;Religionen	bn:00032770n	0.71
Brunft [ACPA]	N	rut	Brunft	bn:03620790n	1.00
Kwerrüadra [ACPA]	N	aileron	Querruder	bn:00002169n	1.00
Tärmita [ACPA]	N	termite	Termiten;Termite	bn:00076602n	1.00
Marktwertschàft [ACPA]	N	économie de marché	Marktwirtschaft	bn:00036346n	1.00
Sàkreschtäij [ACPA]	N	sacristie	Sakristeien;Sakristei	bn:00068759n	1.00
Vikunja [ACPA]	N	vigogne	Vikunja	bn:00079968n	1.00
Verurtailung [ACPA]	N	condamnation	Verurteilung	bn:00017096n	0.63
Guld [ACPA]	N	or	Gold	bn:00040921n	1.00
Wàffla [ACPA]	N	gaufre	Waffel	bn:00080311n	1.00
Vikàr [ACPA]	N	vicaire	Vikar;Vicarii;Vikare	bn:00079912n	0.75
Verschlàmmung [ACPA]	N	envasement	Verschlammung	bn:03360943n	1.00
Verdàcht [ACPA]	N	soupçon	Verdacht	bn:00044195n	0.71
Schilf [WKT]	N	roseaux	Schilf	bn:00066755n	0.82
Modäll [ACPA]	N	maquette	Modelle;Modell	bn:00055427n	0.82
Tàrnung [ACPA]	N	camouflage	Tarnung	bn:03489370n	1.00
Prodüzant [ACPA]	N	producteur	Produzent	bn:02024701n	1.00
Vernunft [ACPA]	N	raison	Vernünftig;Vernunft	bn:00047021n	0.77
Hàndgrànàda [ACPA]	N	grenade	Handgranate	bn:00041757n	0.82
schetza [ACPA]	V	protéger	schützen	bn:00090047v	0.82
Basilik [OLCA67;OLCA68]	N	basilic	Basilik	bn:00020278n	1.00
Felz [ACPA]	N	feutre	Filzer;Filzen;Filz	bn:00034011n	0.87
Mäter [ACPA]	N	mètre	Meter	bn:00052501n	1.00
Ruckkàuif [ACPA]	N	rachat	Rückkauf	bn:00014331n	1.00
Flussmendung [ACPA]	N	estuaire	Flussmündungen	bn:00031676n	1.00
Versecherungsmàthemàtiker [ACPA]	N	actuaire	Versicherungsmathematiker	bn:03181915n	1.00
Schneebase [OLCA67;OLCA68]	N	fouet	Schneebesen	bn:00081028n	1.00
Gàble [WKT]	N	fourchette	Gabel	bn:00035902n	1.00
Wohnhüss [ACPA]	N	maison d'habitation	Wohnhaus	bn:00000356n	0.50
Holzschnett [ACPA]	N	gravure sur bois	Holzschnitt;Holzschnitte;Holzschneider	bn:00081499n	0.89
Folderung [ACPA]	N	supplice	Folterung	bn:00077698n	0.71
Tampel [ACPA]	N	temple	Tempel	bn:00700010n	1.00
beläschtiga [ACPA]	V	importuner	belästigen	bn:00082641v	0.82
Wàsserlàndung [ACPA]	N	amerrissage	Wasserlandung	bn:03282229n	1.00
Rutz [ACPA]	N	morve	Rotz	bn:00040593n	1.00
Urlaub [WKT]	N	vacances	Urlaub	bn:00079444n	1.00
Zikàda [ACPA]	N	cigale	Zikade;Zikaden	bn:00019052n	1.00
Ingweide [ACPA]	N	entrailles	Eingeweide	bn:00031043n	0.82
Hirotsgüat [ACPA]	N	dot	Heiratsgut	bn:00013072n	1.00
Schläger [ACPA]	N	raquette	Schläger	bn:00036297n	1.00
